"tourney_id","rank_P_1","rank_P_2","match_num","tourney_date_P_1","id_P_1","id_P_2","name_P_1","name_P_2","tourney_name","Win_P_1"
"2021-0506",46,71,287,20210301,105077,136440,"Albert Ramos","Dominik Koepfer","Buenos Aires",1
"2021-7290",48,31,296,20210426,200221,200005,"Alejandro Davidovich Fokina","Ugo Humbert","Estoril",1
"2021-0421",42,84,256,20210809,105357,105575,"John Millman","Ricardas Berankis","Canada Masters",1
"2018-0360",71,47,277,20180409,104468,105332,"Gilles Simon","Benoit Paire","Marrakech",1
"2022-0891",93,862,292,20220131,105882,106026,"Stefano Travaglia","Yuki Bhambri","Pune",1
"2019-6242",41,30,300,20190819,128034,105332,"Hubert Hurkacz","Benoit Paire","Winston-Salem",1
"2020-0319",47,118,300,20200907,200175,105870,"Miomir Kecmanovic","Yannick Hanfmann","Kitzbuhel",1
"2022-0414",6,259,285,20220718,207989,200095,"Carlos Alcaraz","Nicola Kuhn","Hamburg",1
"2019-7434",33,185,273,20190204,104792,104678,"Gael Monfils","Viktor Troicki","Sofia",1
"2018-560",2,30,211,20180827,103819,106401,"Roger Federer","Nick Kyrgios","US Open",1
"2019-520",76,304,1135,20190527,106148,124186,"Roberto Carballes Baena","Alexandre Muller","Roland Garros",1
"2019-520",11,127,1213,20190527,111575,106296,"Karen Khachanov","Gregoire Barrere","Roland Garros",1
"2021-0429",135,85,276,20211108,106075,105376,"Jozef Kovalik","Peter Gojowczyk","Stockholm",1
"2021-9460",44,120,288,20210222,105227,106121,"Marin Cilic","Taro Daniel","Singapore",1
"2021-9428",72,265,276,20210201,105575,106186,"Ricardas Berankis","Jason Kubler","Murray River Open",1
"2022-1536",12,35,242,20220502,206173,126205,"Jannik Sinner","Tommy Paul","Madrid Masters",1
"2022-0308",70,3,293,20220425,208029,100644,"Holger Rune","Alexander Zverev","Munich",1
"2018-520",36,83,128,20180528,105077,105062,"Albert Ramos","Mikhail Kukushkin","Roland Garros",1
"2018-0506",114,76,273,20180212,105671,106148,"Gastao Elias","Roberto Carballes Baena","Buenos Aires",1
"2018-0605",5,3,298,20181112,100644,103819,"Alexander Zverev","Roger Federer","Tour Finals",1
"2018-0500",52,49,280,20180618,105216,109739,"Yuichi Sugita","Maximilian Marterer","Halle",1
"2018-580",97,8,220,20180115,105815,104527,"Tennys Sandgren","Stan Wawrinka","Australian Open",1
"2021-0319",131,86,287,20210726,106075,106210,"Jozef Kovalik","Jiri Vesely","Kitzbuhel",1
"2018-7581",62,440,279,20180924,126203,202358,"Taylor Fritz","Chun Hsin Tseng","Chengdu",1
"2021-0308",35,115,289,20210426,105932,123755,"Nikoloz Basilashvili","Daniel Elahi Galan","Munich",1
"2018-M035",91,55,252,20180730,104571,105332,"Marcos Baghdatis","Benoit Paire","Washington",1
"2021-0568",35,20,296,20211025,105227,105138,"Marin Cilic","Roberto Bautista Agut","St. Petersburg",1
"2021-8994",90,259,272,20210621,103852,200095,"Feliciano Lopez","Nicola Kuhn","Mallorca",1
"2018-540",67,65,167,20180702,106421,104198,"Daniil Medvedev","Guillermo Garcia Lopez","Wimbledon",1
"2018-M-DC-2018-G1-AO-M-IND-CHN-01",132,248,4,20180406,106368,105842,"Ramkumar Ramanathan","Di Wu","Davis Cup G1 R2: IND vs CHN",1
"2018-520",13,100,140,20180528,105138,104797,"Roberto Bautista Agut","Denis Istomin","Roland Garros",1
"2019-M009",56,19,284,20190513,104259,106065,"Philipp Kohlschreiber","Marco Cecchinato","Rome Masters",1
"2021-0322",61,144,279,20210517,103852,127157,"Feliciano Lopez","Daniel Altmaier","Geneva",1
"2019-M010",35,71,278,20190610,126207,105311,"Frances Tiafoe","Joao Sousa","s Hertogenbosch",1
"2022-0425",155,70,260,20220418,106078,105173,"Egor Gerasimov","Adrian Mannarino","Barcelona",1
"2021-0416",3,14,286,20210510,104745,133430,"Rafael Nadal","Denis Shapovalov","Rome Masters",1
"2019-560",394,98,110,20190826,202385,104607,"Jenson Brooksby","Tomas Berdych","US Open",1
"2021-1536",5,35,274,20210503,126774,105332,"Stefanos Tsitsipas","Benoit Paire","Madrid Masters",1
"2018-0421",27,6,298,20180806,126774,104731,"Stefanos Tsitsipas","Kevin Anderson","Canada Masters",1
"2018-0319",95,107,271,20180730,104797,105643,"Denis Istomin","Federico Delbonis","Kitzbuhel",1
"2018-540",18,92,140,20180702,106401,104797,"Nick Kyrgios","Denis Istomin","Wimbledon",1
"2020-520",18,10,1303,20200928,105807,105138,"Pablo Carreno Busta","Roberto Bautista Agut","Roland Garros",1
"2018-0410",5,10,296,20180416,105777,105676,"Grigor Dimitrov","David Goffin","Monte Carlo Masters",1
"2021-520",15,38,123,20210531,104792,105077,"Gael Monfils","Albert Ramos","Roland Garros",1
"2021-8996",118,86,298,20210308,105487,105643,"Facundo Bagnis","Federico Delbonis","Santiago",1
"2021-0404",39,7,277,20211004,126203,126610,"Taylor Fritz","Matteo Berrettini","Indian Wells Masters",1
"2018-540",47,25,189,20180702,105332,133430,"Benoit Paire","Denis Shapovalov","Wimbledon",1
"2020-8888",2,147,284,20200106,104925,104731,"Novak Djokovic","Kevin Anderson","Atp Cup",1
"2019-M009",12,92,250,20190513,104926,104542,"Fabio Fognini","Jo-Wilfried Tsonga","Rome Masters",1
"2019-0451",24,54,278,20181231,105138,126610,"Roberto Bautista Agut","Matteo Berrettini","Doha",1
"2019-5014",7,34,292,20191007,126774,128034,"Stefanos Tsitsipas","Hubert Hurkacz","Shanghai Masters",1
"2021-540",1,114,196,20210628,104925,106045,"Novak Djokovic","Denis Kudla","Wimbledon",1
"2021-0429",52,143,297,20211108,126205,104918,"Tommy Paul","Andy Murray","Stockholm",1
"2022-540",79,91,101,20220627,106423,111794,"Thanasi Kokkinakis","Kamil Majchrzak","Wimbledon",1
"2018-M001",27,37,291,20180108,104926,105238,"Fabio Fognini","Alexandr Dolgopolov","Sydney",1
"2018-M016",90,38,287,20180625,105062,103970,"Mikhail Kukushkin","David Ferrer","Eastbourne",1
"2022-0316",38,78,279,20220711,105077,144869,"Albert Ramos","Tomas Martin Etcheverry","Bastad",1
"2022-0418",40,639,280,20220801,105554,106378,"Daniel Evans","Kyle Edmund","Washington",1
"2019-M014",25,66,296,20191014,105227,104871,"Marin Cilic","Jeremy Chardy","Moscow",1
"2021-560",25,65,104,20210830,106234,144719,"Aslan Karatsev","Jaume Munar","Us Open",1
"2018-6967",67,52,294,20180924,105732,105077,"Pierre Hugues Herbert","Albert Ramos","Shenzhen",1
"2021-7434",125,226,291,20210927,111794,106220,"Kamil Majchrzak","Dimitar Kuzmanov","Sofia",1
"2022-4140",56,222,299,20220926,106415,206499,"Yoshihito Nishioka","Aleksandar Kovacevic","Seoul",1
"2021-0438",52,245,275,20211018,105902,127339,"James Duckworth","Borna Gojo","Moscow",1
"2021-0403",58,26,284,20210322,126207,105583,"Frances Tiafoe","Dusan Lajovic","Miami Masters",1
"2019-580",69,41,138,20190114,106415,105815,"Yoshihito Nishioka","Tennys Sandgren","Australian Open",1
"2022-0311",290,27,272,20220613,104527,126207,"Stan Wawrinka","Frances Tiafoe","Queen's Club",1
"2019-0506",50,51,287,20190211,105550,104919,"Guido Pella","Leonardo Mayer","Buenos Aires",1
"2021-9462",81,104,292,20210405,126952,105487,"Soon Woo Kwon","Facundo Bagnis","Marbella",1
"2018-6242",57,43,284,20180820,106421,200282,"Daniil Medvedev","Alex De Minaur","Winston-Salem",1
"2020-9404",57,50,271,20201012,104468,105916,"Gilles Simon","Marton Fucsovics","Cologne 1",1
"2022-0319",49,73,292,20220725,124079,105948,"Pedro Martinez","Federico Coria","Kitzbuhel",1
"2021-0319",91,46,278,20210726,126239,105643,"Arthur Rinderknech","Federico Delbonis","Kitzbuhel",1
"2018-7648",55,99,277,20180423,104312,105341,"Andreas Seppi","Thomas Fabbiano","Budapest",1
"2022-0403",106,89,203,20220321,106121,144719,"Taro Daniel","Jaume Munar","Miami Masters",1
"2022-580",77,41,164,20220117,200175,126205,"Miomir Kecmanovic","Tommy Paul","Australian Open",1
"2021-0422",7,39,281,20210816,126094,105227,"Andrey Rublev","Marin Cilic","Cincinnati Masters",1
"2019-9158",112,113,289,20190204,106228,132283,"Juan Ignacio Londero","Lorenzo Sonego","Cordoba",1
"2022-8888",24,238,261,20220103,104545,111790,"John Isner","Brayden Schnur","Atp Cup",1
"2019-M024",52,15,251,20190812,126207,104792,"Frances Tiafoe","Gael Monfils","Cincinnati Masters",1
"2019-7290",67,155,286,20190429,104655,111795,"Pablo Cuevas","Filippo Baldi","Estoril",1
"2022-0500",9,53,288,20220613,200000,111456,"Felix Auger Aliassime","Mackenzie Mcdonald","Halle",1
"2019-M021",58,42,255,20190506,124187,105807,"Reilly Opelka","Pablo Carreno Busta","Madrid Masters",1
"2021-0807",5,31,285,20210315,126774,105332,"Stefanos Tsitsipas","Benoit Paire","Acapulco",1
"2018-0410",34,55,289,20180416,104755,104999,"Richard Gasquet","Mischa Zverev","Monte Carlo Masters",1
"2019-0439",32,60,296,20190715,111513,104919,"Laslo Djere","Leonardo Mayer","Umag",1
"2022-0337",27,11,294,20221024,106432,128034,"Borna Coric","Hubert Hurkacz","Vienna",1
"2021-0741",283,16,293,20210621,126845,104792,"Max Purcell","Gael Monfils","Eastbourne",1
"2022-540",51,50,153,20220627,144684,124079,"Alex Molcan","Pedro Martinez","Wimbledon",1
"2021-0807",5,18,297,20210315,126774,200000,"Stefanos Tsitsipas","Felix Auger Aliassime","Acapulco",1
"2018-M001",167,36,295,20180108,200282,103852,"Alex De Minaur","Feliciano Lopez","Sydney",1
"2020-0568",21,17,296,20201012,105683,111575,"Milos Raonic","Karen Khachanov","St Petersburg",1
"2021-560",4,16,214,20210830,100644,206173,"Alexander Zverev","Jannik Sinner","Us Open",1
"2019-0414",78,37,282,20190722,126094,106426,"Andrey Rublev","Cristian Garin","Hamburg",1
"2018-M024",6,46,277,20180813,104731,104871,"Kevin Anderson","Jeremy Chardy","Cincinnati Masters",1
"2022-2805",43,81,277,20221010,122330,106426,"Alexander Bublik","Cristian Garin","Florence",1
"2022-0316",39,430,284,20220711,202103,105155,"Francisco Cerundolo","Pedro Sousa","Bastad",1
"2022-0410",29,7,291,20220411,105777,134770,"Grigor Dimitrov","Casper Ruud","Monte Carlo Masters",1
"2020-M-DC-2020-QLS-M-GER-BLR-01",34,68,4,20200306,105526,106078,"Jan Lennard Struff","Egor Gerasimov","Davis Cup QLS R1: GER vs BLR",1
"2019-560",3,15,214,20190826,103819,105676,"Roger Federer","David Goffin","US Open",1
"2022-540",99,103,208,20220627,106186,106058,"Jason Kubler","Jack Sock","Wimbledon",1
"2021-0438",22,41,300,20211018,106234,105227,"Aslan Karatsev","Marin Cilic","Moscow",1
"2021-9481",34,30,298,20210405,132283,126203,"Lorenzo Sonego","Taylor Fritz","Cagliari",1
"2022-0410",12,81,272,20220411,206173,200325,"Jannik Sinner","Emil Ruusuvuori","Monte Carlo Masters",1
"2020-9410",91,76,284,20201026,105062,105643,"Mikhail Kukushkin","Federico Delbonis","Nur-Sultan",1
"2019-0533",60,86,287,20190225,200000,105077,"Felix Auger Aliassime","Albert Ramos","Sao Paulo",1
"2022-540",58,35,173,20220627,105676,202104,"David Goffin","Sebastian Baez","Wimbledon",1
"2022-540",104,26,197,20220627,126646,105932,"Tim Van Rijthoven","Nikoloz Basilashvili","Wimbledon",1
"2019-7290",51,113,280,20190429,105311,200615,"Joao Sousa","Alexei Popyrin","Estoril",1
"2018-0500",27,159,277,20180618,105453,104897,"Kei Nishikori","Matthias Bachinger","Halle",1
"2020-8888",5,13,292,20200106,106421,106043,"Daniil Medvedev","Diego Schwartzman","Atp Cup",1
"2020-7434",81,196,283,20201109,106078,104678,"Egor Gerasimov","Viktor Troicki","Sofia",1
"2018-0407",5,41,270,20180212,105777,105216,"Grigor Dimitrov","Yuichi Sugita","Rotterdam",1
"2022-0891",137,85,296,20220131,105311,127157,"Joao Sousa","Daniel Altmaier","Pune",1
"2019-0316",64,71,300,20190715,111797,106228,"Nicolas Jarry","Juan Ignacio Londero","Bastad",1
"2019-7434",121,46,279,20190204,120424,105173,"Yannick Maden","Adrian Mannarino","Sofia",1
"2022-0319",205,98,289,20220725,209209,104665,"Filip Misolic","Pablo Andujar","Kitzbuhel",1
"2018-0506",43,50,296,20180212,104792,104919,"Gael Monfils","Leonardo Mayer","Buenos Aires",1
"2019-0308",26,95,277,20190429,105550,104999,"Guido Pella","Mischa Zverev","Munich",1
"2018-7485",15,38,300,20181015,106378,104792,"Kyle Edmund","Gael Monfils","Antwerp",1
"2018-7648",94,97,284,20180423,105357,105430,"John Millman","Radu Albot","Budapest",1
"2022-0322",8,85,294,20220516,134770,106423,"Casper Ruud","Thanasi Kokkinakis","Geneva",1
"2018-0410",40,47,259,20180416,104259,105815,"Philipp Kohlschreiber","Tennys Sandgren","Monte Carlo Masters",1
"2019-M-DC-2019-FLS-C-M-ARG-GER-01",35,14,2,20191120,105526,106043,"Jan Lennard Struff","Diego Schwartzman","Davis Cup Finals RR: ARG vs GER",1
"2018-M016",38,80,273,20180625,103970,126610,"David Ferrer","Matteo Berrettini","Eastbourne",1
"2022-0717",18,361,296,20220404,124187,133835,"Reilly Opelka","Gijs Brouwer","Houston",1
"2020-0337",111,6,295,20201026,104731,106421,"Kevin Anderson","Daniil Medvedev","Vienna",1
"2019-M001",29,45,273,20190107,200282,105583,"Alex De Minaur","Dusan Lajovic","Sydney",1
"2019-0407",7,84,293,20190211,105453,105208,"Kei Nishikori","Ernests Gulbis","Rotterdam",1
"2019-M035",46,35,284,20190729,111442,105526,"Jordan Thompson","Jan Lennard Struff","Washington",1
"2022-0605",7,5,288,20221114,126094,106421,"Andrey Rublev","Daniil Medvedev","Tour Finals",1
"2018-M009",24,28,291,20180514,105453,104259,"Kei Nishikori","Philipp Kohlschreiber","Rome Masters",1
"2018-0328",26,49,287,20181022,105138,105583,"Roberto Bautista Agut","Dusan Lajovic","Basel",1
"2019-M035",61,87,259,20190729,200175,200615,"Miomir Kecmanovic","Alexei Popyrin","Washington",1
"2020-0499",84,70,293,20200217,126207,126205,"Frances Tiafoe","Tommy Paul","Delray Beach",1
"2021-0352",53,50,255,20211101,126205,105526,"Tommy Paul","Jan Lennard Struff","Paris Masters",1
"2022-0421",46,41,259,20220808,202385,122330,"Jenson Brooksby","Alexander Bublik","Canada Masters",1
"2019-560",70,31,144,20190826,104665,106378,"Pablo Andujar","Kyle Edmund","US Open",1
"2022-540",5,76,187,20220627,126774,111442,"Stefanos Tsitsipas","Jordan Thompson","Wimbledon",1
"2020-580",3,67,217,20200120,103819,105916,"Roger Federer","Marton Fucsovics","Australian Open",1
"2022-580",4,22,217,20220117,126774,126203,"Stefanos Tsitsipas","Taylor Fritz","Australian Open",1
"2020-M009",29,20,266,20200914,105936,200000,"Filip Krajinovic","Felix Auger Aliassime","Rome Masters",1
"2019-0429",60,35,298,20191014,105936,105807,"Filip Krajinovic","Pablo Carreno Busta","Stockholm",1
"2019-0499",34,131,281,20190218,105449,105359,"Steve Johnson","Jason Jung","Delray Beach",1
"2021-0337",7,25,288,20211025,126610,105932,"Matteo Berrettini","Nikoloz Basilashvili","Vienna",1
"2022-0429",77,32,278,20221017,208103,105777,"Jiri Lehecka","Grigor Dimitrov","Stockholm",1
"2019-580",15,20,206,20190114,126774,105932,"Stefanos Tsitsipas","Nikoloz Basilashvili","Australian Open",1
"2019-5014",13,38,250,20191007,126610,105526,"Matteo Berrettini","Jan Lennard Struff","Shanghai Masters",1
"2019-6242",30,89,285,20190819,105332,105432,"Benoit Paire","Prajnesh Gunneswaran","Winston-Salem",1
"2018-540",44,13,198,20180702,104792,105023,"Gael Monfils","Sam Querrey","Wimbledon",1
"2019-M-DC-2019-FLS-A-M-SRB-JPN-01",2,73,2,20191120,104925,106415,"Novak Djokovic","Yoshihito Nishioka","Davis Cup Finals RR: SRB vs JPN",1
"2019-520",252,19,1141,20190527,103917,106065,"Nicolas Mahut","Marco Cecchinato","Roland Garros",1
"2021-7480",148,87,273,20210719,106109,104312,"Alex Bolt","Andreas Seppi","Los Cabos",1
"2022-0403",92,76,216,20220321,200615,207518,"Alexei Popyrin","Lorenzo Musetti","Miami Masters",1
"2019-7694",117,58,271,20190520,144895,124187,"Corentin Moutet","Reilly Opelka","Lyon",1
"2018-0410",1,5,299,20180416,104745,105777,"Rafael Nadal","Grigor Dimitrov","Monte Carlo Masters",1
"2019-560",69,68,174,20190826,105807,105575,"Pablo Carreno Busta","Ricardas Berankis","US Open",1
"2020-8996",97,105,276,20200224,106148,144719,"Roberto Carballes Baena","Jaume Munar","Santiago",1
"2018-0352",2,48,270,20181029,104925,105311,"Novak Djokovic","Joao Sousa","Paris Masters",1
"2022-580",100,160,109,20220117,144895,106298,"Corentin Moutet","Lucas Pouille","Australian Open",1
"2020-M004",19,137,274,20200224,200000,106109,"Felix Auger Aliassime","Alex Bolt","Acapulco",1
"2022-580",18,98,140,20220117,105138,105882,"Roberto Bautista Agut","Stefano Travaglia","Australian Open",1
"2022-540",30,78,165,20220627,200175,126214,"Miomir Kecmanovic","Alejandro Tabilo","Wimbledon",1
"2022-0421",10,37,297,20220808,128034,106401,"Hubert Hurkacz","Nick Kyrgios","Canada Masters",1
"2022-6116",30,78,296,20220725,200282,105173,"Alex De Minaur","Adrian Mannarino","Atlanta",1
"2019-580",137,77,142,20190114,105882,105819,"Stefano Travaglia","Guido Andreozzi","Australian Open",1
"2018-0499",91,10,286,20180219,126207,105223,"Frances Tiafoe","Juan Martin del Potro","Delray Beach",1
"2022-4138",174,35,287,20220926,106281,122298,"Liam Broady","Botic Van De Zandschulp","Tel Aviv",1
"2018-M021",43,50,275,20180507,133430,105332,"Denis Shapovalov","Benoit Paire","Madrid Masters",1
"2018-0315",98,232,271,20180716,105577,105385,"Vasek Pospisil","Donald Young","Newport",1
"2018-560",24,101,203,20180827,105683,104527,"Milos Raonic","Stan Wawrinka","US Open",1
"2019-7480",57,94,271,20190729,105777,105449,"Grigor Dimitrov","Steve Johnson","Los Cabos",1
"2022-0451",71,48,276,20220214,200325,105676,"Emil Ruusuvuori","David Goffin","Doha",1
"2021-0322",29,58,273,20210517,104926,105550,"Fabio Fognini","Guido Pella","Geneva",1
"2019-520",25,89,1153,20190527,200282,105614,"Alex De Minaur","Bradley Klahn","Roland Garros",1
"2019-0322",70,68,279,20190520,105311,104919,"Joao Sousa","Leonardo Mayer","Geneva",1
"2022-7290",71,60,272,20220425,126952,105332,"Soon Woo Kwon","Benoit Paire","Estoril",1
"2018-M006",9,14,290,20180305,104731,105807,"Kevin Anderson","Pablo Carreno Busta","Indian Wells Masters",1
"2018-M007",5,35,281,20180319,100644,103970,"Alexander Zverev","David Ferrer","Miami Masters",1
"2022-580",14,29,201,20220117,133430,124187,"Denis Shapovalov","Reilly Opelka","Australian Open",1
"2020-0407",9,68,281,20200210,104792,105311,"Gael Monfils","Joao Sousa","Rotterdam",1
"2019-0322",91,70,290,20190520,105077,105311,"Albert Ramos","Joao Sousa","Geneva",1
"2022-8998",43,125,292,20220103,126205,106121,"Tommy Paul","Taro Daniel","Adelaide 1",1
"2019-M024",59,32,239,20190812,105173,106426,"Adrian Mannarino","Cristian Garin","Cincinnati Masters",1
"2022-0422",229,56,252,20220815,210097,132283,"Ben Shelton","Lorenzo Sonego","Cincinnati Masters",1
"2022-9158",139,61,287,20220131,106228,124079,"Juan Ignacio Londero","Pedro Martinez","Cordoba",1
"2018-0533",65,79,273,20180226,105643,106148,"Federico Delbonis","Roberto Carballes Baena","Sao Paulo",1
"2022-0506",73,130,279,20220207,104665,106228,"Pablo Andujar","Juan Ignacio Londero","Buenos Aires",1
"2021-9569",10,109,286,20210927,134770,104918,"Casper Ruud","Andy Murray","San Diego",1
"2022-0416",58,262,267,20220509,111513,106432,"Laslo Djere","Borna Coric","Rome Masters",1
"2020-0424",64,114,280,20200210,106415,105967,"Yoshihito Nishioka","Henri Laaksonen","New York",1
"2020-0499",159,96,275,20200217,111456,106034,"Mackenzie Mcdonald","Yasutaka Uchiyama","Delray Beach",1
"2018-0308",62,119,292,20180430,105526,120424,"Jan Lennard Struff","Yannick Maden","Munich",1
"2018-M009",11,48,276,20180514,105807,105449,"Pablo Carreno Busta","Steve Johnson","Rome Masters",1
"2021-9462",85,98,278,20210405,105643,106148,"Federico Delbonis","Roberto Carballes Baena","Marbella",1
"2022-0360",74,73,286,20220404,105676,104665,"David Goffin","Pablo Andujar","Marrakech",1
"2021-0311",9,25,297,20210614,126610,105554,"Matteo Berrettini","Daniel Evans","Queen's Club",1
"2022-560",83,118,142,20220829,105902,106331,"James Duckworth","Christopher Oconnell","Us Open",1
"2021-0352",103,62,243,20211101,200384,126239,"Hugo Gaston","Arthur Rinderknech","Paris Masters",1
"2019-580",48,51,162,20190114,105051,105526,"Matthew Ebden","Jan Lennard Struff","Australian Open",1
"2018-6116",9,45,297,20180723,104545,104999,"John Isner","Mischa Zverev","Atlanta",1
"2022-0425",101,20,283,20220418,144719,105932,"Jaume Munar","Nikoloz Basilashvili","Barcelona",1
"2018-0321",24,33,296,20180611,106401,103852,"Nick Kyrgios","Feliciano Lopez","Stuttgart",1
"2022-580",7,21,213,20220117,126610,105807,"Matteo Berrettini","Pablo Carreno Busta","Australian Open",1
